WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,covered,disused,ele,highway,historic,layer,leisure,name,office,operator,power,ref,shop,sport,tourism
"POINT (-7.59411029894289 42.300599095185)","7571607704",,,,cafe,,,,,,,,,,Cafe bar Monte Meda,,,,,,,
"POINT (-7.50322619895554 42.2761672951865)","6949523850",,,,cafe,,,,,,,,,,Bar Álvarez,,,,,,,
"POINT (-7.68569899893014 42.4176514951777)","5605045958",,,,cafe,,,,,,,,,,dos Cabaleiros,,,,,,,
"POINT (-7.50761199895493 42.5263090951709)","3737842525",,,,cafe,,,,,,,,,,O Molinón,,,,,,,
"POINT (-7.64298569893609 42.4083295951783)","5606752483",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.73021239892395 42.4550234951754)","7678090387",,,,cafe,,,,,,,,,,Os tres ríos,,,,,,,
"POINT (-7.41598579896769 42.3747552951804)","4798667090",,,,cafe,,,,,,,,,,Café Bar Rubio,,,,,,,
"POINT (-7.41568839896773 42.3746913951804)","7676516585",,,,cafe,,,,,,,,,,Grilo,,,,,,,
"POINT (-7.41567869896773 42.3747819951804)","7676516386",,,,cafe,,,,,,,,,,Rubio,,,,,,,
"POINT (-7.51689099895364 42.5165487951715)","4179801628",,,,cafe,,,,,,,,,,Casa do Pipa,,,,,,,
"POINT (-7.51426729895401 42.5212834951712)","4344169503",,,,cafe,,,,,,,,,,Restaurante Cardenal,,,,,,,
"POINT (-7.5135918989541 42.5238215951711)","3730395625",,,,cafe,,,,,,,,,,Malo Sera,,,,,,,
"POINT (-7.51206029895431 42.524893395171)","3730365427",,,,cafe,,,,,,,,,,La Peña 62,,,,,,,
"POINT (-7.51039819895454 42.5240539951711)","4344192915",,,,cafe,,,,,,,,,,Parador Cafe,,,,,,,
"POINT (-7.5121303989543 42.525727395171)","5848374392",,,,cafe,,,,,,,,,,Moment's,,,,,,,
"POINT (-7.50974179895463 42.5260539951709)","3730367025",,,,cafe,,,,,,,,,,A' Esquina,,,,,,,
"POINT (-7.50745849895495 42.5262196951709)","3737842625",,,,cafe,,,,,,,,,,Esmorga,,,,,,,
"POINT (-7.50769179895492 42.5263615951709)","3737842425",,,,cafe,,,,,,,,,,MC,,,,,,,
"POINT (-7.5085891989548 42.5268730951709)","3730366525",,,,cafe,,,,,,,,,,O Grilo,,,,,,,
"POINT (-7.50513019895528 42.525560395171)","3132931329",,,,cafe,,,,,,,,,,Anduriña,,,,,,,
"POINT (-7.50399059895544 42.5304284951707)","3730365425",,,,cafe,,,,,,,,,,A Cepa,,,,,,,
"POINT (-7.50347059895551 42.5296228951707)","4497236302",,,,cafe,,,,,,,,,,A fonda,,,,,,,
"POINT (-7.50400849895543 42.5299172951707)","2291957622",,,,cafe,,,,,,,,,,5 Sentido2,,,,,,,
"POINT (-7.11519589900956 42.3945473951791)","1066756814",,,,cafe,,,,,,,,,,Té Rojo,,,,,,,
"POINT (-7.39804169897018 42.5382696951702)","3934492491",,,,cafe,,,,,,,,,,E Logo,,,,,,,
"POINT (-7.25392279899025 42.3391855951826)","7674625786",,,,cafe,,,,,,,,,,Quintela,,,,,,,
"POINT (-7.25383459899026 42.3396536951825)","7674625686",,,,cafe,,,,,,,,,,Boliche,,,,,,,
"POINT (-7.25363639899029 42.3398528951825)","7674625591",,,,cafe,,,,,,,,,,Manolo's,,,,,,,
"POINT (-7.25307289899037 42.3400112951825)","7674625587",,,,cafe,,,,,,,,,,Café Bar Sky,,,,,,,
"POINT (-7.12266499900852 42.3915866951793)","5424040973",,,,cafe,,,,,,,,,,Oeste,,,,,,,guest_house
"POINT (-7.10920009901039 42.3953938951791)","1066851300",,,,cafe,,,,,,,,,,O Café,,,,,,,
"POINT (-7.11492009900959 42.3939421951792)","2824324571",,,"14",cafe,,,,,,,,,,Bravo Lux,,,,,,,
"POINT (-7.11363639900977 42.3928464951792)","1066756905",,,,cafe,,,,,,,,,,La Esquina,,,,,,,
"POINT (-7.63969809893655 42.5853397951673)","4344204414",,,"5",cafe,,,,,,,,,,O Noso Lar,,,,,,,
"POINT (-7.39412319897073 42.5586988951689)","3934492487",,,,cafe,,,,,,,,,,1º de Mayo,,,,,,,
"POINT (-7.39342009897083 42.5561551951691)","3934492489",,,,cafe,,,,,,,,,,O Pirata,,,,,,,
"POINT (-7.39318289897086 42.556867695169)","3934492490",,,,cafe,,,,,,,,,,Avenida,,,,,,,
"POINT (-7.39322539897086 42.557099395169)","3934492488",,,,cafe,,,,,,,,,,La vieja taberna,,,,,,,
"POINT (-7.57218279894594 42.7905629951547)","4453193992",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.48115769895861 42.6465542951635)","1749025070",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.5688750989464 42.7886162951548)","796758919",,,,cafe,,,,,,,,,,Bodeguilla Mercadoiro,,,,,,,
"POINT (-7.70998219892676 42.8322039951522)","801248146",,,,cafe,,,,,,,,,,Café-Bar O Castro,,,,,,,
"POINT (-7.46671519896063 42.7711120951559)","792227058",,,,cafe,,,,,,,,,,Taberna,,,,,,,
"POINT (-7.69621119892868 42.8262892951525)","797987083",,,,cafe,,,,,,,,,,Café-Bar Descanso del Peregrino,,,,,,,
"POINT (-7.61643599893979 42.8070264951537)","2750752763",,,,cafe,,,,,,,,,,Supendo,,,,,,,
"POINT (-7.61548749893992 42.8075333951537)","4940667724",,,,cafe,,,,,,,,,,Alameda,,,,,,,
"POINT (-7.61508619893997 42.8078421951536)","2750752754",,,,cafe,,,,,,,,,,Mesón de Rodríguez,,,,,,,
"POINT (-7.61483079894001 42.8080489951536)","2750752771",,,,cafe,,,,,,,,,,Venecia,,,,,,,
"POINT (-7.46655409896065 42.7713617951559)","792227043",,,,cafe,,,,,,,,,,Mercado da Serra,,,,,convenience,,
"POINT (-7.4144567989679 42.7795745951554)","5895895140",,,,cafe,,,,,,,,,,Amandi,,,,,,,
"POINT (-7.41552829896775 42.7774823951555)","5050385129",,,,cafe,,,,,,,,,,La taza mágica,,,,,,,
"POINT (-7.41471559896786 42.7774860951555)","3736489937",,,,cafe,,,,,,,,,,Casino,,,,,,,
"POINT (-7.41339119896805 42.7802773951553)","3704533825",,,"74",cafe,,,,,,,,,,dPont,,,,,,,
"POINT (-7.41243229896818 42.7772156951555)","3730497525",,,"11",cafe,,,,,,,,,,Ateneo,,,,,,,
"POINT (-7.41281589896813 42.7778711951555)","3730491130",,,"3",cafe,,,,,,,,,,Kinley,,,,,,,
"POINT (-7.41137249896833 42.7773532951555)","5046787322",,,,cafe,,,,,,,,,,KM111,,,,,,,
"POINT (-7.41109849896837 42.7787110951554)","3712307147",,,,cafe,,,,,,,,,,Ágora,,,,,,,
"POINT (-7.4115585989683 42.7790667951554)","5895818268",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.41133189896833 42.7793560951554)","5895818273",,,,cafe,,,,,,,,,,Cervecería España,,,,,,,
"POINT (-7.4108245989684 42.7797236951554)","5895818256",,,,cafe,,,,,,,,,,Adarve,,,,,,,
"POINT (-7.41126719896834 42.7794553951554)","5895818251",,,,cafe,,,,,,,,,,Lisboa,,,,,,,
"POINT (-7.40688539896895 42.7759622951556)","3713683925",,,"186",cafe,,,,,,,,,,Contrapunto,,,,,,,
"POINT (-7.41555009896775 42.7811617951553)","5870961510",,,,cafe,,,,,,,,,,Pastor,,,,,,,
"POINT (-7.4086882989687 42.7785608951554)","5050385127",,,,cafe,,,,,,,,,,A Arrincadeira,,,,,,,
"POINT (-7.41507869896781 42.7814322951553)","5870961512",,,,cafe,,,,,,,,,,El Abuelo,,,,,,,
"POINT (-7.41460699896788 42.7823284951552)","3713683826",,,,cafe,,,,,,,,,,Cubano,,,,,,,
"POINT (-7.4094234989686 42.7822013951552)","3713683827",,,,cafe,,,,,,,,,,A redonda,,,,,,,
"POINT (-7.413704298968 42.7824204951552)","3713683825",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.3268445989801 42.7307103951583)","3638063209",,,,cafe,,,,,,,,,,Café España,,,,,,,
"POINT (-7.32707719898006 42.7311974951583)","538350102",,,,cafe,,,,,,,,,,La gruta,,,,,,,
"POINT (-7.32649869898014 42.7304387951584)","3712333325",,,,cafe,,,,,,,,,,Abadía,,,,,,,
"POINT (-7.36237229897515 42.7735640951557)","5848384346",,,,cafe,,,,,,,,,,Taberna do Camiño,,,,,,,
"POINT (-7.35008179897686 42.7631970951564)","5849495403",,,,cafe,,,,,,,,,,Casa Savildi,,,,,,,
"POINT (-7.3397045989783 42.7739974951557)","3737355625",,,,cafe,,,,,,,,,,Casa Cines,,,,,,,
"POINT (-7.24072789899208 42.7563922951568)","3979075858",,,,cafe,,,,,,,,,,Café Bar Fernández,,,,,,,
"POINT (-7.30853029898264 42.7673019951561)","3145857648",,,,cafe,,,,,,,,,,Casa do campo,,,,,,,
"POINT (-7.23879599899235 42.7563569951568)","3979070171",,,,cafe,,,,,,,,,,Cafe Bar Esther,,,,,,,
"POINT (-7.23622399899271 42.7560766951568)","3979070147",,,,cafe,,,,,,,,,,Cafe O Escondite,,,,,,,
"POINT (-7.16310169900289 42.8545193951508)","5047772770",,,,cafe,,,,,,,,,,Café-Bar Centro,,,,,,,
"POINT (-7.09791219901196 42.7821124951552)","4631792544",,,,cafe,,,,,,,,,,Casa María,,,,,,,
"POINT (-8.42870569882671 42.901209595148)","4379110777",,,,cafe,,,,,,,,,,Cafe Bar Ultreia,,,,,,,
"POINT (-7.10928819901038 42.8093875951536)","7261678507",,,,cafe,,,,,,,,,,Café Bar Chavello,,,,,,,
"POINT (-8.42149209882772 42.8916262951486)","7288508528",,,,cafe,,,,,,,,,,Il Caffe di Roma,,,,,,,
"POINT (-8.42064889882784 42.8911576951486)","7288508527",,,,cafe,,,,,,,,,,La Pausa,,,,,,,
"POINT (-8.41927739882803 42.8921647951486)","7288508524",,,,cafe,,,,,,,,"2",,Eating Point,,,,,,,
"POINT (-8.36049429883621 42.9056608951477)","2750752748",,,,cafe,,,,,,,,,,Bule Bic,,,,,,,
"POINT (-8.36288639883588 42.9047964951478)","822081759",,,,cafe,,,,,,,,,,Café-Bar Pedrouzo,,,,,,,
"POINT (-8.36302779883586 42.9054669951477)","822580165",,,,cafe,,,,,,,,,,O Muiño,,,,,,,
"POINT (-8.35956699883634 42.9065356951477)","2750752752",,,,cafe,,,,,,,,,,Che cafe,,,,,,,
"POINT (-8.36072019883618 42.9054760951477)","2750752776",,,,cafe,,,,,,,,,,Che 4,,,,,,,
"POINT (-8.41526539882858 43.0585378951385)","3721801414",,,,cafe,,,,,,,,,,Café Bar Orense,,,,,,,
"POINT (-8.4137061988288 43.0633266951382)","4989734991",,,,cafe,,,,,,,,,,A Lareira,,,,,,,
"POINT (-8.41309829882889 43.0641073951382)","4442448590",,,,cafe,,,,,,,,,,Golfiños,,,,,,,
"POINT (-8.22472699885511 42.9250862951465)","3785764201",,,,cafe,,,,,,,,,,Casa Calzada,,,,,,,
"POINT (-8.25836279885043 42.9223156951467)","821858069",,,,cafe,,,,,,,,,,Casa da Boavista,,,,,,,
"POINT (-8.18540309886058 42.9225535951467)","6534744585",,,,cafe,,,,,,,,,,Cafe-Bar Preguntoño,,,,,,,
"POINT (-8.16468069886347 42.9270485951464)","3782603310",,,,cafe,,,,,,,,,,Ameixa,,,,,,,
"POINT (-8.19076129885984 42.950603195145)","3158665534",,,,cafe,,,,,,,,,,Cafe Bar A Lareira,,,,,,,
"POINT (-8.1636964988636 42.9264688951465)","2750752781",,,,cafe,,,,,,,,,,Os Casqueiros,,,,,,,
"POINT (-8.16294879886371 42.9265281951465)","2750752760",,,,cafe,,,,,,,,,,Praza,,,,,,,
"POINT (-8.16326019886366 42.9267790951464)","2750752744",,,,cafe,,,,,,,,,,Café-Bar la Esquina,,,,,,,
"POINT (-8.1630308988637 42.9267468951464)","4944505531",,,,cafe,,,,,,,,,,Teatro,,,,,,,
"POINT (-8.15927069886422 42.9275521951464)","2750752753",,,,cafe,,,,,,,,,,Manolo,,,,,,,
"POINT (-8.16124579886394 42.9271530951464)","4944521624",,,"31",cafe,,,,,,,,,,Pedrito,,,,,,,
"POINT (-8.09429269887327 42.9237646951466)","818921475",,,,cafe,,,,,,,,,,Café-Bar No Camiño,,,,,,,
"POINT (-8.13162009886807 43.0031249951418)","6030292085",,,,cafe,,,,,,,,,,Café bar Bobby,,,,,,,
"POINT (-8.40995649882932 43.0739711951376)","3533435027",,,,cafe,,,,,,,,,,Cafetería Che,,,,,,,
"POINT (-8.40847399882953 43.0757382951375)","3519030562",,,,cafe,,,,,,,,,,Doniña,,,,,,,
"POINT (-8.40802809882959 43.0758164951375)","2769869056",,,,cafe,,,,,,,,,,Cafeteria Nogallás,,,,,,,
"POINT (-8.40973729882935 43.0768324951374)","3533558571",,,,cafe,,,,,,,,,,Little Coffee,,,,,,,
"POINT (-8.41001559882932 43.0777464951374)","3533558569",,,,cafe,,,,,,,,,,Regos,,,,,,,
"POINT (-8.40837409882954 43.0782148951373)","3533558574",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.40856769882952 43.0792872951373)","4442444827",,,,cafe,,,,,,,,,,Islia,,,,,,,
"POINT (-8.40525919882998 43.0822479951371)","3681401082",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.40986679882933 43.0787467951373)","3533558568",,,,cafe,,,,,,,,,,Maral,,,,,,,
"POINT (-8.40846529882953 43.0774650951374)","3596661129",,,"8",cafe,,,,,,,,,,Café Bar Correos,,,,,,,
"POINT (-8.34920089883778 43.0998175951361)","5541293175",,,,cafe,,,,,,,,,,Restaurante Cafetería Ameixeira,,,,,,,
"POINT (-8.40156229883049 43.1090336951355)","3681401026",,,,cafe,,,,,,,,,,Cafe Bar Calviño,,,,,,,
"POINT (-8.38266479883312 43.1516910951329)","3681369648",,,,cafe,,,,,,,,,,Bar Lamborghini,,,,,,,
"POINT (-8.35572849883687 43.2301310951283)","3489500236",,,,cafe,,,,,,,,,,Café Bar Piolindo,,,,,,,
"POINT (-8.35588539883685 43.2263848951285)","3489612327",,,,cafe,,,,,,,,,,Café Bar A Estación,,,,,,,
"POINT (-8.35609809883682 43.2274867951284)","3489591027",,,,cafe,,,,,,,,,,A Cervexaría Ivi's,,,,,,,
"POINT (-8.33506869883975 43.2242010951286)","3489672298",,,,cafe,,,,,,,,,,Café Centro Bar,,,,,,,
"POINT (-8.1881691988602 43.2160257951291)","6257497090",,,,cafe,,,,,,,,,,Cafetería París,,,,,,,
"POINT (-8.01762719888394 42.9147307951472)","6483569585",,,,cafe,,,,,,,,,,Chiquitín Melide,,,,,,,
"POINT (-8.07205949887636 42.9158366951471)","4254683990",,,,cafe,,,,,,,,,,Cafetería el alemán,,,,,,,
"POINT (-8.01540859888425 42.9136908951472)","3822851480",,,,cafe,,,,,,,,,,Café Güzel,,,,,,,
"POINT (-8.01656019888409 42.9141707951472)","2750752778",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.01533079888426 42.9142844951472)","2750752755",,,,cafe,,,,,,,,,,O Peregrino,,,,,,,
"POINT (-8.01681419888405 42.9147928951472)","4943455722",,,,cafe,,,,,,,,,,Stop,,,,,,,
"POINT (-8.01507169888429 42.9163996951471)","2959946857",,,,cafe,,,,,,,,,,Avenida,,,,,,,
"POINT (-8.01595019888417 42.917387195147)","2960666813",,,,cafe,,,,,,,,,,A Fundación,,,,,,,
"POINT (-7.91131299889874 43.0389771951397)","4860493423",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.02321219888316 43.0404750951396)","3615085100",,,,cafe,,,,,,,,,,Cafeteria,,,,,,,
"POINT (-7.91198359889864 43.0662398951381)","3814718321",,,,cafe,,,,,,,,,,Casa Roxica,,,,,,,
"POINT (-7.79109739891547 43.0298167951402)","3158593832",,,,cafe,,,,,,,,,,Cartel Vello,,,,,,,
"POINT (-7.77627799891753 42.9522169951449)","5863676389",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.79501619891493 43.0311122951401)","3157229205",,,,cafe,,,,,,,,,,Friol,,,,,,,
"POINT (-8.36613599883542 43.2807252951253)","4899430727",,,,cafe,,,,,,,,,,Meigas Fora,,,,,,,
"POINT (-7.82342939891097 43.117002895135)","3814718496",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.82500759891075 43.1325921951341)","3814719034",,,,cafe,,,,,,,,,,Witericus,,,,,,,
"POINT (-7.89606009890086 43.1813867951312)","5189384237",,,,cafe,,,,,,,,,,Cafe Bar Avenida,,,,,,,
"POINT (-7.89452789890107 43.1809007951312)","5189384083",,,,cafe,,,,,,,,,,Café Bar D'Mónica,,,,,,,
"POINT (-7.89439779890109 43.1808825951312)","5189384088",,,,cafe,,,,,,,,,,Café Bar Pub Soa Bocateria,,,,,,,
"POINT (-7.8936161989012 43.1807551951312)","5189384089",,,,cafe,,,,,,,,,,Café Bar Centro,,,,,,,
"POINT (-7.83843779890888 43.1621548951323)","3033570088",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-7.75948559891987 43.1735763951316)","1706489045",,,,cafe,,,,,,,,,,Kiwi,,,,,,,
"POINT (-7.75724509892018 43.1746384951316)","1706486420",,,,cafe,,,,,,,,,,Café Bar Guerrero,,,,,,,
"POINT (-7.75687039892024 43.1743495951316)","1706486415",,,,cafe,,,,,,,,,,Café Bar A Rotonda,,,,,,,
"POINT (-8.36973159883492 43.2650739951262)","3801077748",,,,cafe,,,,,,,,,,Café Bar Picota,,,,,,,
"POINT (-8.37230379883457 43.3181040951231)","1607120161",,,,cafe,,,,,,,,,,Bruxas,,,,,,,
"POINT (-8.37037679883483 43.2913284951247)","4910766324",,,,cafe,,,,,,,,,,Cinema,,,,,,,
"POINT (-8.37037549883483 43.2914105951247)","4910766326",,,,cafe,,,,,,,,,,En panes,,,,,,,
"POINT (-8.39127389883192 43.3292339951224)","5592798236",,,,cafe,,,,,,,,,,Buxos,,,,,,,
"POINT (-8.38556699883272 43.3287517951225)","3465341181",,,,cafe,,,,,,,,,,O castelo,,,,,,,
"POINT (-8.38531989883275 43.3252938951227)","3465341160",,,"10",cafe,,,,,,,,,,Portazgo,,,,,,,
"POINT (-8.38051749883342 43.3219449951229)","2019449741",,,,cafe,,,,,,,,,,O Carballo,,,,,,,
"POINT (-8.36738589883525 43.3164943951232)","4923911889",,,,cafe,,,,,,,,,,Burgo Café,,,,,,,
"POINT (-8.38196349883322 43.3266915951226)","1682365879",,,,cafe,,,,,,,,,,Cafetería Rosalía,,,,,,,
"POINT (-8.38152509883328 43.3275642951225)","6426568667",,,,cafe,,,,,,,,,,A Ría,,,,,,,
"POINT (-8.36640689883539 43.3162715951232)","4903901541",,,"3",cafe,,,,,,,,,,Café Central,,,,,,,
"POINT (-8.36711519883529 43.3180494951231)","4897223878",,,,cafe,,,,,,,,,,El Trocadero,,,,,,,
"POINT (-8.36473129883562 43.3142591951233)","1714763256",,,,cafe,,,,,,,,,,El Hoyo,,,,,,,
"POINT (-8.36798459883517 43.3165460951232)","4923911890",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.3648466988356 43.3149655951233)","1714777988",,,,cafe,,,,,,,,,,La Palma,,,,,,,
"POINT (-8.36473479883562 43.3156394951232)","1714795425",,,,cafe,,,,,,,,,,Cross Road,,,,,,,
"POINT (-8.36578519883547 43.3159671951232)","5545036491",,,,cafe,,,,,,,,,,Cafetería J. F.,,,,,,,
"POINT (-8.36566389883549 43.3159506951232)","4801382022",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.35701729883669 43.3183551951231)","5620599721",,,"5",cafe,,,,,,,,,,Cafe-Bar Jaleo,,,,,,,
"POINT (-8.35657239883676 43.3133598951234)","5440949934",,,,cafe,,,,,,,,,,María Jesús,,,,,,,
"POINT (-8.35810079883654 43.3187137951231)","3290249635",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.35852959883648 43.319619995123)","3287503196",,,,cafe,,,,,,,,,,La Terraza,,,,,,,
"POINT (-8.35899669883642 43.3206161951229)","4978955328",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.35800699883656 43.3208647951229)","3287503192",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.35576169883687 43.3187175951231)","3287503172",,,,cafe,,,,,,,,,,Cerveceria Bremen,,,,,,,
"POINT (-8.35605459883683 43.319155595123)","5620582722",,,,cafe,,,,,,,,,,Cafe de Mercedes,,,,,,,
"POINT (-8.35449709883705 43.3166536951232)","3597351509",,,"1",cafe,,,,,,,,,,Café Bar Ribadín,,,,,,,
"POINT (-8.35404619883711 43.319102995123)","3287503162",,,,cafe,,,,,,,,,,Corrss,,,,,,,
"POINT (-8.35498789883698 43.319031495123)","3287502057",,,,cafe,,,,,,,,,,Cafeteria Martipan,,,,,,,
"POINT (-8.3411762988389 43.2920639951246)","2019419984",,,,cafe,,,,,,,,,,O Gazafello,,,,,,,
"POINT (-8.34486769883838 43.2913363951246)","4605826883",,,,cafe,,,,,,,,,,O porqué,,,,,,,
"POINT (-8.41676479882838 43.3402868951218)","6443623848",,,,cafe,,,,,,,,,,Casual,,,,,,,
"POINT (-8.40823479882956 43.3301788951224)","3167490883",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.4273705988269 43.3446757951215)","4558558631",,,"43",cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-8.42731459882691 43.3483219951213)","7037112371",,,,cafe,,,,,,,,,,O' Abade,,,,,,,
"POINT (-8.41118019882916 43.3327569951222)","3789025299",,,,cafe,,,,,,,,,,Cafetaría da Facultade de Informática,,,,,,,
"POINT (-8.40523449882998 43.3401115951218)","3287180361",,,,cafe,,,,,,,,,,Soho Café,,,,,,,
"POINT (-8.40716749882971 43.3385190951219)","5592798241",,,,cafe,,,,,,,,,,Caprice,,,,,,,
"POINT (-8.40460829883007 43.3406199951218)","2724392061",,,,cafe,,,,,,,,,,Degustación,,,,,,,
"POINT (-8.4043816988301 43.3341902951221)","3650957027",,,,cafe,,,,,,,,,,Relámpago,,,,,,,
"POINT (-8.40491859883003 43.3419483951217)","3287056561",,,,cafe,,,,,,,,,,Cork Coruña,,,,,,,
"POINT (-8.40425749883012 43.3401332951218)","3167490884",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.40443589883009 43.3403382951218)","2704547935",,,,cafe,,,,,,,,,,Car Coffee,,,,,,,
"POINT (-8.40360149883021 43.3409118951217)","2846579803",,,,cafe,,,,,,,,,,Valen,,,,,,,
"POINT (-8.40467869883006 43.3421575951217)","2704547933",,,,cafe,,,,,,,,,,Aquitania,,,,,,,
"POINT (-8.40994279882933 43.3455188951215)","2779749917",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.4058100988299 43.3464068951214)","2846653651",,,,cafe,,,,,,,,,,Bodegas Cao,,,,,,,
"POINT (-8.40915609882943 43.3459368951214)","1093426758",,,,cafe,,,,,,,,,,La Granja,,,,,,,
"POINT (-8.40693769882975 43.3448716951215)","2779749916",,,,cafe,,,,,,,,,,Día y Noche,,,,,,,
"POINT (-8.40710479882972 43.3484375951213)","2693519031",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.41546979882856 43.3471233951214)","1719184375",,,,cafe,,,,,,,,,,La Brújula,,,,,,,
"POINT (-8.41454979882868 43.3474296951214)","1719183306",,,,cafe,,,,,,,,,,Trebol,,,,,,,
"POINT (-8.41377319882879 43.3508992951212)","5409780340",,,,cafe,,,,,,,,,,El Estudiante,,,,,,,
"POINT (-8.40670489882977 43.3483822951213)","2308344181",,,,cafe,,,,,,,,,,Pajaritas,,,,,,,
"POINT (-8.40466269883006 43.3506747951212)","4993238526",,,,cafe,,,,,,,,,,Babel,,,,,,,
"POINT (-8.40925539882942 43.3519786951211)","1710795962",,,,cafe,,,,,,,,,,Nilo,,,,,,,
"POINT (-8.40919379882943 43.3520236951211)","1726811551",,,,cafe,,,,,,,,,,Casa Lomi,,,,,,,
"POINT (-8.40635619882982 43.3497826951212)","5544767279",,,"12",cafe,,,,,,,,,,Croissantería Churrería Núñez,,,,,,,
"POINT (-8.40361159883021 43.3421209951217)","2704547928",,,,cafe,,,,,,,,,,Galeón,,,,,,,
"POINT (-8.40380999883018 43.3413198951217)","7267203987",,,,cafe,,,,,,,,,,Revive,,,,,,,
"POINT (-8.40346839883023 43.3413752951217)","2704547940",,,,cafe,,,,,,,,,,Cafeteria Matogrande,,,,,,,
"POINT (-8.4044054988301 43.3417785951217)","2747593402",,,,cafe,,,,,,,,,,Lola,,,,,,,
"POINT (-8.40372849883019 43.3417542951217)","2704547938",,,,cafe,,,,,,,,,,Destapa,,,,,,,
"POINT (-8.40322809883026 43.3422641951217)","2704547925",,,,cafe,,,,,,,,,,Hoyo 19,,,,,,,
"POINT (-8.40352069883022 43.3426311951216)","2846596192",,,,cafe,,,,,,,,,,Habaziro,,,,,,,
"POINT (-8.40001709883071 43.3458564951214)","6278550890",,,,cafe,,,,,,,,,,Mirador,,,,,,,
"POINT (-8.3993638988308 43.3465139951214)","1957093721",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.40063619883062 43.3470321951214)","1957093839",,,"20",cafe,,,,,,,,,,Royse,,,,,,,
"POINT (-8.3993783988308 43.3467861951214)","1957093755",,,,cafe,,,,,,,,,,Jos,,,,,,,
"POINT (-8.3993725988308 43.3471066951214)","1957093853",,,,cafe,,,,,,,,,,Deben,,,,,bakery,,
"POINT (-8.39972209883075 43.3476183951213)","1957093985",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.40450489883008 43.3507082951212)","4993238527",,,,cafe,,,,,,,,,,Montoto,,,,,,,
"POINT (-8.40160339883049 43.3481069951213)","2693440684",,,,cafe,,,,,,,,,,La Plaza,,,,,,,
"POINT (-8.40430619883011 43.3508116951212)","4993235926",,,,cafe,,,,,,,,,,Kerzers,,,,,,,
"POINT (-8.40262189883035 43.3513615951211)","7687447182",,,,cafe,,,,,,,,,,Alcalá,,,,,,,
"POINT (-8.39698789883113 43.3486661951213)","5640631412",,,,cafe,,,,,,,,,,Café Bar Avenida,,,,,,,
"POINT (-8.42103189882778 43.3616140951205)","6624836581",,,,cafe,,,,,,,,,,Churrería Bonilla,,,,,,,
"POINT (-8.39883759883087 43.3466574951214)","1957093726",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.39739299883107 43.3495262951212)","5640633912",,,,cafe,,,,,,,,,,Cafetería Maverick,,,,,,,
"POINT (-8.39686789883115 43.3502798951212)","5640631413",,,,cafe,,,,,,,,,,Café-Bar Azul,,,,,,,
"POINT (-8.42220719882762 43.3577137951208)","4587108603",,,265D,cafe,,,,,,,,,,Milenium,,,,,,,
"POINT (-8.42105039882778 43.3587197951207)","5474062385",,,,cafe,,,,,,,,,,A Nosa Terra,,,,,,,
"POINT (-8.42074249882782 43.3588636951207)","5474061805",,,,cafe,,,,,,,,,,Cerro Largo,,,,,,,
"POINT (-8.42136089882774 43.3620384951205)","7101307016",,,,cafe,,,,,,,,,,Anto Aita,,,,,,,
"POINT (-8.42170179882769 43.3625277951205)","6981841785",,,"65",cafe,,,,,,,,,,Hispano,,,,,,,
"POINT (-8.42111819882777 43.3624629951205)","4737162185",,,,cafe,,,,,,,,,,Luckia,,,,,,,
"POINT (-8.42027069882789 43.3582981951207)","5359917873",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.41749069882828 43.3602228951206)","4748624432",,,,cafe,,,,,,,,,,Fisterra,,,,,,,
"POINT (-8.41998449882793 43.3601448951206)","4729335209",,,"19",cafe,,,,,,,,,,Churrería Barcelona,,,,,,,
"POINT (-8.4202061988279 43.3603709951206)","6624836568",,,,cafe,,,,,,,,,,Portobello,,,,,,,
